"","UTLA20CD","year","gdp_deflation_multiplier","population","total_welfare","quarter","deflated_per_person_benefits","time"
"5241","E07000045",2010,NA,NA,32278374.1866667,1,NA,5
"5242","E07000045",2010,NA,NA,31664380.56,2,NA,6
"5243","E07000045",2010,NA,NA,31810073.4133333,3,NA,7
"5244","E07000045",2011,NA,NA,32861963.72,2,NA,10
"5245","E07000045",2011,NA,NA,33322351.52,2,NA,10
"5246","E07000045",2011,NA,NA,32955823.08,1,NA,9
"5247","E07000045",2011,NA,NA,32842482.44,3,NA,11
"5248","E07000045",2011,NA,NA,32706488.48,4,NA,12
"5249","E07000045",2012,NA,NA,33611703.84,2,NA,14
"5250","E07000045",2012,NA,NA,34373917.8,2,NA,14
"5251","E07000045",2012,NA,NA,33634471.56,3,NA,15
"5252","E07000045",2012,NA,NA,33736280.76,4,NA,16
"5253","E07000045",2012,NA,NA,33919045.5066667,1,NA,13
"5254","E07000045",2013,NA,NA,33754732.69,2,NA,18
"5255","E07000045",2013,NA,NA,34170560.08,2,NA,18
"5256","E07000045",2013,NA,NA,33630415.9066667,3,NA,19
"5257","E07000045",2013,NA,NA,33822659.32,4,NA,20
"5258","E07000045",2013,NA,NA,33991251.16,1,NA,17
"5259","E07000045",2014,NA,NA,32687005.68,2,NA,22
"5260","E07000045",2014,NA,NA,32688217.92,2,NA,22
"5261","E07000045",2014,NA,NA,32544676.7,4,NA,24
"5262","E07000045",2014,NA,NA,32627617.12,1,NA,21
"5263","E07000045",2014,NA,NA,32531134.4666667,3,NA,23
"5264","E07000045",2015,NA,NA,32637237.61,2,NA,26
"5265","E07000045",2015,NA,NA,33100480.78,2,NA,26
"5266","E07000045",2015,NA,NA,32822492.8,1,NA,25
"5267","E07000045",2015,NA,NA,32522015.3366667,4,NA,28
"5268","E07000045",2015,NA,NA,32484701.2133333,3,NA,27
"5269","E07000045",2016,NA,NA,32478215.9733333,1,NA,29
"5270","E07000045",2016,NA,NA,32645441.13,2,NA,30
"5271","E07000045",2016,NA,NA,32236757.01,2,NA,30
"5272","E07000045",2016,NA,NA,32426162.7733333,4,NA,32
"5273","E07000045",2016,NA,NA,32526308.2266667,3,NA,31
"5274","E07000045",2017,NA,NA,31291542.88,1,NA,33
"5275","E07000045",2017,NA,NA,31659675.145,2,NA,34
"5276","E07000045",2017,NA,NA,31463152.32,3,NA,35
"5277","E07000045",2017,NA,NA,30966722.74,2,NA,34
"5278","E07000045",2017,NA,NA,31297624.9633333,4,NA,36
"5279","E07000045",2018,NA,NA,29968785.0333333,1,NA,37
"5280","E07000045",2018,NA,NA,29986627.9333333,3,NA,39
"5281","E07000045",2018,NA,NA,30341148.0775,2,NA,38
"5282","E07000045",2018,NA,NA,28947103.69,2,NA,38
"5283","E07000045",2018,NA,NA,29919826.05,4,NA,40
"5284","E07000045",2019,NA,NA,26854932.4,1,NA,41
"5285","E07000045",2019,NA,NA,28067408.21,3,NA,43
"5286","E07000045",2019,NA,NA,28108168.2275,2,NA,42
"5287","E07000045",2019,NA,NA,27296228.24,4,NA,44
"5288","E07000045",2019,NA,NA,26477747.96,2,NA,42
"5289","E07000045",2020,NA,NA,22694423.1766667,1,NA,45
"5290","E07000045",2020,NA,NA,23456396.4133333,3,NA,47
"5291","E07000045",2020,NA,NA,23872161.605,2,NA,46
"5292","E07000045",2020,NA,NA,23201901.8,2,NA,46
"5293","E07000045",2020,NA,NA,22993840.36,4,NA,48
"5297","E07000046",2009,NA,NA,16694530.87,4,NA,4
"5298","E07000046",2009,NA,NA,17153805.5,1,NA,1
"5299","E07000046",2009,NA,NA,17656087.9,2,NA,2
"5300","E07000046",2010,NA,NA,18348412.6,3,NA,7
"5301","E07000046",2010,NA,NA,18670592.92,4,NA,8
"5302","E07000046",2010,NA,NA,18814560.36,2,NA,6
"5303","E07000046",2010,NA,NA,18300948.6,2,NA,6
"5304","E07000046",2010,NA,NA,18754124.36,1,NA,5
"5305","E07000046",2011,NA,NA,19163176.16,3,NA,11
"5306","E07000046",2011,NA,NA,19312640.5066667,4,NA,12
"5307","E07000046",2011,NA,NA,19465161.12,1,NA,9
"5308","E07000046",2011,NA,NA,19099329.32,2,NA,10
"5309","E07000046",2011,NA,NA,19720485.68,2,NA,10
"5310","E07000046",2012,NA,NA,19737762.7333333,3,NA,15
"5311","E07000046",2012,NA,NA,19899970.92,4,NA,16
"5312","E07000046",2012,NA,NA,20130573.2,1,NA,13
"5313","E07000046",2012,NA,NA,20283079.32,2,NA,14
"5314","E07000046",2012,NA,NA,19685097.51,2,NA,14
"5315","E07000046",2013,NA,NA,20002268.3066667,3,NA,19
"5316","E07000046",2013,NA,NA,20038586.4133333,4,NA,20
"5317","E07000046",2013,NA,NA,20051480.2,2,NA,18
"5318","E07000046",2013,NA,NA,20140940.8,1,NA,17
"5319","E07000046",2013,NA,NA,20034882.16,2,NA,18
"5320","E07000046",2014,NA,NA,19085598.92,2,NA,22
"5321","E07000046",2014,NA,NA,19203264.34,3,NA,23
"5322","E07000046",2014,NA,NA,19243127.0133333,4,NA,24
"5323","E07000046",2014,NA,NA,19275405.68,2,NA,22
"5324","E07000046",2014,NA,NA,19198234.68,1,NA,21
"5325","E07000046",2015,NA,NA,19212910.8,2,NA,26
"5326","E07000046",2015,NA,NA,19043256.8325,2,NA,26
"5327","E07000046",2015,NA,NA,18963722.1433333,3,NA,27
"5328","E07000046",2015,NA,NA,19021686.1066667,4,NA,28
"5329","E07000046",2015,NA,NA,19165283.56,1,NA,25
"5330","E07000046",2016,NA,NA,19039449.7733333,4,NA,32
"5331","E07000046",2016,NA,NA,19002451.74,2,NA,30
"5332","E07000046",2016,NA,NA,18975716.28,2,NA,30
"5333","E07000046",2016,NA,NA,19005752.8066667,3,NA,31
"5334","E07000046",2016,NA,NA,19025784.88,1,NA,29
"5335","E07000046",2017,NA,NA,18143940.3933333,4,NA,36
"5336","E07000046",2017,NA,NA,17977427.28,2,NA,34
"5337","E07000046",2017,NA,NA,18352898.3025,2,NA,34
"5338","E07000046",2017,NA,NA,18204877.7533333,3,NA,35
"5339","E07000046",2017,NA,NA,18045855.9,1,NA,33
"5340","E07000046",2018,NA,NA,17726456.68,2,NA,38
"5341","E07000046",2018,NA,NA,16745826.73,2,NA,38
"5342","E07000046",2018,NA,NA,17480785.9,3,NA,39
"5343","E07000046",2018,NA,NA,17451609.53,4,NA,40
"5344","E07000046",2018,NA,NA,17478499.8666667,1,NA,37
"5345","E07000046",2019,NA,NA,15904553.95,2,NA,42
"5346","E07000046",2019,NA,NA,14849476.15,2,NA,42
"5347","E07000046",2019,NA,NA,15574576.37,3,NA,43
"5348","E07000046",2019,NA,NA,14919326.7866667,1,NA,41
"5349","E07000046",2019,NA,NA,15142122.48,4,NA,44
"5350","E07000046",2020,NA,NA,13538455.8725,2,NA,46
"5351","E07000046",2020,NA,NA,13115361.2,2,NA,46
"5352","E07000046",2020,NA,NA,13324484.0466667,3,NA,47
"5353","E07000046",2020,NA,NA,13024514.42,1,NA,45
"5354","E07000046",2020,NA,NA,13098307.7333333,4,NA,48
"5358","E07000047",2009,NA,NA,10849009.76,4,NA,4
"5359","E07000047",2009,NA,NA,11113677.88,1,NA,1
"5360","E07000047",2009,NA,NA,11461119.56,2,NA,2
"5361","E07000047",2010,NA,NA,12160845.6933333,4,NA,8
"5362","E07000047",2010,NA,NA,12043538.2666667,3,NA,7
"5363","E07000047",2010,NA,NA,12307726.68,1,NA,5
"5364","E07000047",2010,NA,NA,12034226,2,NA,6
"5365","E07000047",2010,NA,NA,12458641.04,2,NA,6
"5366","E07000047",2011,NA,NA,12726900.4133333,4,NA,12
"5367","E07000047",2011,NA,NA,12722147.4266667,3,NA,11
"5368","E07000047",2011,NA,NA,12998368.7866667,1,NA,9
"5369","E07000047",2011,NA,NA,13213836.36,2,NA,10
"5370","E07000047",2011,NA,NA,12662112.57,2,NA,10
"5371","E07000047",2012,NA,NA,13513689.5333333,4,NA,16
"5372","E07000047",2012,NA,NA,13481819.64,3,NA,15
"5373","E07000047",2012,NA,NA,13389717.15,2,NA,14
"5374","E07000047",2012,NA,NA,13926722.16,2,NA,14
"5375","E07000047",2012,NA,NA,13660871.16,1,NA,13
"5376","E07000047",2013,NA,NA,13664203.48,3,NA,19
"5377","E07000047",2013,NA,NA,13608655.36,4,NA,20
"5378","E07000047",2013,NA,NA,13598171.68,2,NA,18
"5379","E07000047",2013,NA,NA,13673439.58,2,NA,18
"5380","E07000047",2013,NA,NA,13592413,1,NA,17
"5381","E07000047",2014,NA,NA,13129608.3666667,3,NA,23
"5382","E07000047",2014,NA,NA,13015180.2,4,NA,24
"5383","E07000047",2014,NA,NA,13071624.53,2,NA,22
"5384","E07000047",2014,NA,NA,13101606.56,2,NA,22
"5385","E07000047",2014,NA,NA,13023919.1633333,1,NA,21
"5386","E07000047",2015,NA,NA,13107339.76,4,NA,28
"5387","E07000047",2015,NA,NA,13065459.0266667,3,NA,27
"5388","E07000047",2015,NA,NA,13086125.235,2,NA,26
"5389","E07000047",2015,NA,NA,13172856,2,NA,26
"5390","E07000047",2015,NA,NA,13153036.2733333,1,NA,25
"5391","E07000047",2016,NA,NA,12994668.2933333,4,NA,32
"5392","E07000047",2016,NA,NA,13010118.8666667,3,NA,31
"5393","E07000047",2016,NA,NA,13085607.2,2,NA,30
"5394","E07000047",2016,NA,NA,12974940.2,2,NA,30
"5395","E07000047",2016,NA,NA,12979152.04,1,NA,29
"5396","E07000047",2017,NA,NA,12310843.2733333,4,NA,36
"5397","E07000047",2017,NA,NA,12421527.08,3,NA,35
"5398","E07000047",2017,NA,NA,12547199.6675,2,NA,34
"5399","E07000047",2017,NA,NA,12180158.09,2,NA,34
"5400","E07000047",2017,NA,NA,12320223.28,1,NA,33
"5401","E07000047",2018,NA,NA,11784616.2966667,4,NA,40
"5402","E07000047",2018,NA,NA,11821370.4766667,3,NA,39
"5403","E07000047",2018,NA,NA,11908978.44,2,NA,38
"5404","E07000047",2018,NA,NA,11259254.58,2,NA,38
"5405","E07000047",2018,NA,NA,11780685.28,1,NA,37
"5406","E07000047",2019,NA,NA,10493182.36,4,NA,44
"5407","E07000047",2019,NA,NA,10688203.1066667,3,NA,43
"5408","E07000047",2019,NA,NA,10858141.725,2,NA,42
"5409","E07000047",2019,NA,NA,10224523.08,2,NA,42
"5410","E07000047",2019,NA,NA,10269195.04,1,NA,41
"5411","E07000047",2020,NA,NA,8896505.2,4,NA,48
"5412","E07000047",2020,NA,NA,9046026.3,3,NA,47
"5413","E07000047",2020,NA,NA,9204105.03,2,NA,46
"5414","E07000047",2020,NA,NA,8904707.16,2,NA,46
"5415","E07000047",2020,NA,NA,8802513.28,1,NA,45
"5419","E07000048",2009,NA,NA,7892588.88,1,NA,1
"5420","E07000048",2009,NA,NA,8253587.12,2,NA,2
"5421","E07000048",2009,NA,NA,7698285.02,4,NA,4
"5422","E07000048",2010,NA,NA,9120457.17333333,1,NA,5
"5423","E07000048",2010,NA,NA,8699825.07,2,NA,6
"5424","E07000048",2010,NA,NA,9194952.12,2,NA,6
"5425","E07000048",2010,NA,NA,8790199.08,3,NA,7
"5426","E07000048",2010,NA,NA,8969358.18666667,4,NA,8
"5427","E07000048",2011,NA,NA,9561624.64,1,NA,9
"5428","E07000048",2011,NA,NA,9347791.09,2,NA,10
"5429","E07000048",2011,NA,NA,9756796.84,2,NA,10
"5430","E07000048",2011,NA,NA,9442771.24,3,NA,11
"5431","E07000048",2011,NA,NA,9443708.34666667,4,NA,12
"5432","E07000048",2012,NA,NA,10171599.44,1,NA,13
"5433","E07000048",2012,NA,NA,9766491.85,2,NA,14
"5434","E07000048",2012,NA,NA,10387562.68,2,NA,14
"5435","E07000048",2012,NA,NA,9838579.97333333,3,NA,15
"5436","E07000048",2012,NA,NA,9993829.28,4,NA,16
"5437","E07000048",2013,NA,NA,10840151.7333333,1,NA,17
"5438","E07000048",2013,NA,NA,10364163.27,2,NA,18
"5439","E07000048",2013,NA,NA,11034338.76,2,NA,18
"5440","E07000048",2013,NA,NA,10454606.4,3,NA,19
"5441","E07000048",2013,NA,NA,10608196.44,4,NA,20
"5442","E07000048",2014,NA,NA,10407989.4933333,1,NA,21
"5443","E07000048",2014,NA,NA,10267118.31,2,NA,22
"5444","E07000048",2014,NA,NA,10539732.72,2,NA,22
"5445","E07000048",2014,NA,NA,10318264.5333333,3,NA,23
"5446","E07000048",2014,NA,NA,10313720.28,4,NA,24
"5447","E07000048",2015,NA,NA,10636796.2666667,1,NA,25
"5448","E07000048",2015,NA,NA,10414370.62,2,NA,26
"5449","E07000048",2015,NA,NA,10752381.88,2,NA,26
"5450","E07000048",2015,NA,NA,10444003.24,3,NA,27
"5451","E07000048",2015,NA,NA,10556058.92,4,NA,28
"5452","E07000048",2016,NA,NA,10542681.9333333,1,NA,29
"5453","E07000048",2016,NA,NA,10599345.84,2,NA,30
"5454","E07000048",2016,NA,NA,10514875.08,2,NA,30
"5455","E07000048",2016,NA,NA,10618951.24,3,NA,31
"5456","E07000048",2016,NA,NA,10583975.32,4,NA,32
"5457","E07000048",2017,NA,NA,9853593.42666667,1,NA,33
"5458","E07000048",2017,NA,NA,10198183.2,2,NA,34
"5459","E07000048",2017,NA,NA,9740699.4,2,NA,34
"5460","E07000048",2017,NA,NA,10119912.9333333,3,NA,35
"5461","E07000048",2017,NA,NA,9983658.30666667,4,NA,36
"5462","E07000048",2018,NA,NA,9387931.70666667,1,NA,37
"5463","E07000048",2018,NA,NA,9634016.88,2,NA,38
"5464","E07000048",2018,NA,NA,9537608.92,3,NA,39
"5465","E07000048",2018,NA,NA,9481537.06666667,4,NA,40
"5467","E07000049",2009,NA,NA,10755760.44,4,NA,4
"5468","E07000049",2009,NA,NA,10960008.72,1,NA,1
"5469","E07000049",2009,NA,NA,11447446.32,2,NA,2
"5470","E07000049",2010,NA,NA,12086849.2933333,3,NA,7
"5471","E07000049",2010,NA,NA,12335885.8533333,4,NA,8
"5472","E07000049",2010,NA,NA,12455418.28,1,NA,5
"5473","E07000049",2010,NA,NA,11897205.91,2,NA,6
"5474","E07000049",2010,NA,NA,12626439.04,2,NA,6
"5475","E07000049",2011,NA,NA,13129963.6,3,NA,11
"5476","E07000049",2011,NA,NA,13120455.72,4,NA,12
"5477","E07000049",2011,NA,NA,13234510.9733333,1,NA,9
"5478","E07000049",2011,NA,NA,13084883.41,2,NA,10
"5479","E07000049",2011,NA,NA,13502572.12,2,NA,10
"5480","E07000049",2012,NA,NA,13653239.32,3,NA,15
"5481","E07000049",2012,NA,NA,13833175.2,4,NA,16
"5482","E07000049",2012,NA,NA,14018667.8,1,NA,13
"5483","E07000049",2012,NA,NA,13532299.02,2,NA,14
"5484","E07000049",2012,NA,NA,14355046.2,2,NA,14
"5485","E07000049",2013,NA,NA,14164366.8,3,NA,19
"5486","E07000049",2013,NA,NA,14355706.0133333,4,NA,20
"5487","E07000049",2013,NA,NA,14547133.7866667,1,NA,17
"5488","E07000049",2013,NA,NA,14046473.1,2,NA,18
"5489","E07000049",2013,NA,NA,14845180.56,2,NA,18
"5490","E07000049",2014,NA,NA,13805033.88,3,NA,23
"5491","E07000049",2014,NA,NA,13796381.72,4,NA,24
"5492","E07000049",2014,NA,NA,13909273.4266667,1,NA,21
"5493","E07000049",2014,NA,NA,13826904.96,2,NA,22
"5494","E07000049",2014,NA,NA,14119293,2,NA,22
"5495","E07000049",2015,NA,NA,14098112.16,3,NA,27
"5496","E07000049",2015,NA,NA,14227739.2666667,4,NA,28
"5497","E07000049",2015,NA,NA,14271429.36,1,NA,25
"5498","E07000049",2015,NA,NA,14047364.34,2,NA,26
"5499","E07000049",2015,NA,NA,14383743.36,2,NA,26
"5500","E07000049",2016,NA,NA,14184805.44,2,NA,30
"5501","E07000049",2016,NA,NA,14248458.56,3,NA,31
"5502","E07000049",2016,NA,NA,14289515.68,4,NA,32
"5503","E07000049",2016,NA,NA,14205220.84,1,NA,29
"5504","E07000049",2016,NA,NA,14191481.52,2,NA,30
"5505","E07000049",2017,NA,NA,13902082.35,2,NA,34
"5506","E07000049",2017,NA,NA,13336223.52,2,NA,34
"5507","E07000049",2017,NA,NA,13800777.5333333,3,NA,35
"5508","E07000049",2017,NA,NA,13600758.5733333,4,NA,36
"5509","E07000049",2017,NA,NA,13417413.3866667,1,NA,33
"5510","E07000049",2018,NA,NA,13025101.8,2,NA,38
"5511","E07000049",2018,NA,NA,12893955.88,3,NA,39
"5512","E07000049",2018,NA,NA,12808759.4533333,4,NA,40
"5513","E07000049",2018,NA,NA,12755155.08,1,NA,37
"5515","E07000050",2009,NA,NA,9862366.86666667,1,NA,1
"5516","E07000050",2009,NA,NA,10218293.64,2,NA,2
"5517","E07000050",2009,NA,NA,9636798.6,4,NA,4
"5518","E07000050",2010,NA,NA,11300989.2,1,NA,5
"5519","E07000050",2010,NA,NA,10723267.29,2,NA,6
"5520","E07000050",2010,NA,NA,11394614.28,2,NA,6
"5521","E07000050",2010,NA,NA,10897295.76,3,NA,7
"5522","E07000050",2010,NA,NA,11172964.04,4,NA,8
"5523","E07000050",2011,NA,NA,11846486.4133333,1,NA,9
"5524","E07000050",2011,NA,NA,11606136.42,2,NA,10
"5525","E07000050",2011,NA,NA,12109185.24,2,NA,10
"5526","E07000050",2011,NA,NA,11669455.8933333,3,NA,11
"5527","E07000050",2011,NA,NA,11709551.32,4,NA,12
"5528","E07000050",2012,NA,NA,12736273.84,1,NA,13
"5529","E07000050",2012,NA,NA,12264450.52,2,NA,14
"5530","E07000050",2012,NA,NA,13157027.08,2,NA,14
"5531","E07000050",2012,NA,NA,12396224.56,3,NA,15
"5532","E07000050",2012,NA,NA,12516669.36,4,NA,16
"5533","E07000050",2013,NA,NA,13586925.84,1,NA,17
"5534","E07000050",2013,NA,NA,12876073.29,2,NA,18
"5535","E07000050",2013,NA,NA,13912289.88,2,NA,18
"5536","E07000050",2013,NA,NA,13044538.8,3,NA,19
"5537","E07000050",2013,NA,NA,13307953.16,4,NA,20
"5538","E07000050",2014,NA,NA,13353363.4666667,1,NA,21
"5539","E07000050",2014,NA,NA,13024128.2,2,NA,22
"5540","E07000050",2014,NA,NA,13570149.8,2,NA,22
"5541","E07000050",2014,NA,NA,13095924.04,3,NA,23
"5542","E07000050",2014,NA,NA,13181668.56,4,NA,24
"5543","E07000050",2015,NA,NA,13753764.2533333,3,NA,27
"5544","E07000050",2015,NA,NA,13903852.5066667,1,NA,25
"5545","E07000050",2015,NA,NA,13639469.52,2,NA,26
"5546","E07000050",2015,NA,NA,14057416.2,2,NA,26
"5547","E07000050",2015,NA,NA,13804696.36,4,NA,28
"5548","E07000050",2016,NA,NA,13873461.7866667,3,NA,31
"5549","E07000050",2016,NA,NA,13805450.2133333,1,NA,29
"5550","E07000050",2016,NA,NA,13843212.18,2,NA,30
"5551","E07000050",2016,NA,NA,13787188.8,2,NA,30
"5552","E07000050",2016,NA,NA,13857768.16,4,NA,32
"5553","E07000050",2017,NA,NA,13381383.6933333,3,NA,35
"5554","E07000050",2017,NA,NA,12979040.16,1,NA,33
"5555","E07000050",2017,NA,NA,13538341.02,2,NA,34
"5556","E07000050",2017,NA,NA,12889272.48,2,NA,34
"5557","E07000050",2017,NA,NA,13176758.0266667,4,NA,36
"5558","E07000050",2018,NA,NA,11704673.5733333,1,NA,37
"5559","E07000050",2018,NA,NA,12291755.53,2,NA,38
"5560","E07000050",2018,NA,NA,12049833.8266667,3,NA,39
"5561","E07000050",2018,NA,NA,11844021.4533333,4,NA,40
"5563","E07000051",2009,NA,NA,7274357.58666667,1,NA,1
"5564","E07000051",2009,NA,NA,7596169.32,2,NA,2
"5565","E07000051",2009,NA,NA,7054749.84,4,NA,4
"5566","E07000051",2010,NA,NA,8264771.82666667,1,NA,5
"5567","E07000051",2010,NA,NA,7898513.72,2,NA,6
"5568","E07000051",2010,NA,NA,8376340.76,2,NA,6
"5569","E07000051",2010,NA,NA,8107614.62666667,4,NA,8
"5570","E07000051",2010,NA,NA,7929627.24,3,NA,7
"5571","E07000051",2011,NA,NA,8724825.84,1,NA,9
"5572","E07000051",2011,NA,NA,8519672.19,2,NA,10
"5573","E07000051",2011,NA,NA,8880136.92,2,NA,10
"5574","E07000051",2011,NA,NA,8558026.01333333,3,NA,11
"5575","E07000051",2011,NA,NA,8607582.28,4,NA,12
"5576","E07000051",2012,NA,NA,9304185.32,1,NA,13
"5577","E07000051",2012,NA,NA,9038933.52,2,NA,14
"5578","E07000051",2012,NA,NA,9137527.46666667,4,NA,16
"5579","E07000051",2012,NA,NA,9038162.78666667,3,NA,15
"5580","E07000051",2012,NA,NA,9505773.96,2,NA,14
"5581","E07000051",2013,NA,NA,9677351.8,1,NA,17
"5582","E07000051",2013,NA,NA,9528829.84,4,NA,20
"5583","E07000051",2013,NA,NA,9844123.96,2,NA,18
"5584","E07000051",2013,NA,NA,9395709.61333333,3,NA,19
"5585","E07000051",2013,NA,NA,9331236.46,2,NA,18
"5586","E07000051",2014,NA,NA,9307059.58666667,1,NA,21
"5587","E07000051",2014,NA,NA,9152700.33,2,NA,22
"5588","E07000051",2014,NA,NA,9466011,2,NA,22
"5589","E07000051",2014,NA,NA,9164623.16,4,NA,24
"5590","E07000051",2014,NA,NA,9199634.2,3,NA,23
"5591","E07000051",2015,NA,NA,9592109.08,2,NA,26
"5592","E07000051",2015,NA,NA,9804103.96,2,NA,26
"5593","E07000051",2015,NA,NA,9602674.98666667,3,NA,27
"5594","E07000051",2015,NA,NA,9565967,4,NA,28
"5595","E07000051",2015,NA,NA,9692560.45333333,1,NA,25
"5596","E07000051",2016,NA,NA,9716549.49,2,NA,30
"5597","E07000051",2016,NA,NA,9583325.16,2,NA,30
"5598","E07000051",2016,NA,NA,9693672.85333333,3,NA,31
"5599","E07000051",2016,NA,NA,9640687.33333333,4,NA,32
"5600","E07000051",2016,NA,NA,9626393.50666667,1,NA,29
"5601","E07000051",2017,NA,NA,9160102.04,3,NA,35
"5602","E07000051",2017,NA,NA,9092880.37333333,4,NA,36
"5603","E07000051",2017,NA,NA,9254195.24,2,NA,34
"5604","E07000051",2017,NA,NA,8911561.28,2,NA,34
"5605","E07000051",2017,NA,NA,9030626.44,1,NA,33
"5606","E07000051",2018,NA,NA,8749299.14666667,3,NA,39
"5607","E07000051",2018,NA,NA,8739185.12,4,NA,40
"5608","E07000051",2018,NA,NA,8830709.52,2,NA,38
"5609","E07000051",2018,NA,NA,8639762.37333333,1,NA,37
"5611","E07000052",2009,NA,NA,16051151.44,1,NA,1
"5612","E07000052",2009,NA,NA,16673299.32,2,NA,2
"5613","E07000052",2009,NA,NA,15651920.91,4,NA,4
"5614","E07000052",2010,NA,NA,18097172.52,1,NA,5
"5615","E07000052",2010,NA,NA,17445826.88,2,NA,6
"5616","E07000052",2010,NA,NA,18289288.28,2,NA,6
"5617","E07000052",2010,NA,NA,17636170.96,3,NA,7
"5618","E07000052",2010,NA,NA,17874476.36,4,NA,8
"5619","E07000052",2011,NA,NA,19018082.9733333,1,NA,9
"5620","E07000052",2011,NA,NA,18638203.44,2,NA,10
"5621","E07000052",2011,NA,NA,19338313.2,2,NA,10
"5622","E07000052",2011,NA,NA,18681219.24,3,NA,11
"5623","E07000052",2011,NA,NA,18828714.2933333,4,NA,12
"5624","E07000052",2012,NA,NA,20279512.56,1,NA,13
"5625","E07000052",2012,NA,NA,19555123.36,2,NA,14
"5626","E07000052",2012,NA,NA,20949375.16,2,NA,14
"5627","E07000052",2012,NA,NA,19654738.2,3,NA,15
"5628","E07000052",2012,NA,NA,19871657.72,4,NA,16
"5629","E07000052",2013,NA,NA,21505865.3733333,1,NA,17
"5630","E07000052",2013,NA,NA,20713406.67,2,NA,18
"5631","E07000052",2013,NA,NA,21963345.6,2,NA,18
"5632","E07000052",2013,NA,NA,21078550.16,4,NA,20
"5633","E07000052",2013,NA,NA,20856970.12,3,NA,19
"5634","E07000052",2014,NA,NA,20941116.8533333,1,NA,21
"5635","E07000052",2014,NA,NA,20407272.56,2,NA,22
"5636","E07000052",2014,NA,NA,21273578.48,2,NA,22
"5637","E07000052",2014,NA,NA,20735581.6666667,4,NA,24
"5638","E07000052",2014,NA,NA,20644537.68,3,NA,23
"5639","E07000052",2015,NA,NA,21392161.0266667,1,NA,25
"5640","E07000052",2015,NA,NA,21095552.02,2,NA,26
"5641","E07000052",2015,NA,NA,21602784.88,2,NA,26
"5642","E07000052",2015,NA,NA,21241307.2533333,4,NA,28
"5643","E07000052",2015,NA,NA,21133417.28,3,NA,27
"5644","E07000052",2016,NA,NA,21653045.28,1,NA,29
"5645","E07000052",2016,NA,NA,21424334.94,2,NA,30
"5646","E07000052",2016,NA,NA,21548558.52,2,NA,30
"5647","E07000052",2016,NA,NA,21616190.2,4,NA,32
"5648","E07000052",2016,NA,NA,21544941.7866667,3,NA,31
"5649","E07000052",2017,NA,NA,20444327.08,1,NA,33
"5650","E07000052",2017,NA,NA,21115498.92,2,NA,34
"5651","E07000052",2017,NA,NA,20278381.8,2,NA,34
"5652","E07000052",2017,NA,NA,20634661.84,4,NA,36
"5653","E07000052",2017,NA,NA,20859970.64,3,NA,35
"5654","E07000052",2018,NA,NA,18988770.24,1,NA,37
"5655","E07000052",2018,NA,NA,19775244.27,2,NA,38
"5656","E07000052",2018,NA,NA,19350150.12,4,NA,40
"5657","E07000052",2018,NA,NA,19557091.92,3,NA,39
"5659","E07000053",2009,NA,NA,15489628.32,2,NA,2
"5660","E07000053",2009,NA,NA,14410558.08,4,NA,4
"5661","E07000053",2009,NA,NA,14856321.1866667,1,NA,1
"5662","E07000053",2010,NA,NA,17327400.72,2,NA,6
"5663","E07000053",2010,NA,NA,16276087.84,3,NA,7
"5664","E07000053",2010,NA,NA,17082499.5866667,1,NA,5
"5665","E07000053",2010,NA,NA,16118264.22,2,NA,6
"5666","E07000053",2010,NA,NA,16717662.9466667,4,NA,8
"5667","E07000053",2011,NA,NA,17857085.46,2,NA,10
"5668","E07000053",2011,NA,NA,18549152.52,2,NA,10
"5669","E07000053",2011,NA,NA,17858116.7866667,3,NA,11
"5670","E07000053",2011,NA,NA,18019941.7733333,4,NA,12
"5671","E07000053",2011,NA,NA,18267895.44,1,NA,9
"5672","E07000053",2012,NA,NA,18790783.8,2,NA,14
"5673","E07000053",2012,NA,NA,20177282.04,2,NA,14
"5674","E07000053",2012,NA,NA,18809636.36,3,NA,15
"5675","E07000053",2012,NA,NA,19087149.12,4,NA,16
"5676","E07000053",2012,NA,NA,19492400.76,1,NA,13
"5677","E07000053",2013,NA,NA,19948854.84,2,NA,18
"5678","E07000053",2013,NA,NA,21494474.88,2,NA,18
"5679","E07000053",2013,NA,NA,20150543.28,3,NA,19
"5680","E07000053",2013,NA,NA,20559115.68,4,NA,20
"5681","E07000053",2013,NA,NA,21010689.64,1,NA,17
"5682","E07000053",2014,NA,NA,20274628.02,2,NA,22
"5683","E07000053",2014,NA,NA,20491595.8266667,3,NA,23
"5684","E07000053",2014,NA,NA,20644322,4,NA,24
"5685","E07000053",2014,NA,NA,20904201.8266667,1,NA,21
"5686","E07000053",2014,NA,NA,21236341.44,2,NA,22
"5687","E07000053",2015,NA,NA,21184204.2,2,NA,26
"5688","E07000053",2015,NA,NA,21908928.24,2,NA,26
"5689","E07000053",2015,NA,NA,21261878.5066667,3,NA,27
"5690","E07000053",2015,NA,NA,21442961.64,4,NA,28
"5691","E07000053",2015,NA,NA,21695958.84,1,NA,25
"5692","E07000053",2016,NA,NA,21859462.93,2,NA,30
"5693","E07000053",2016,NA,NA,22008430,2,NA,30
"5694","E07000053",2016,NA,NA,22014907.16,4,NA,32
"5695","E07000053",2016,NA,NA,22138846.8133333,1,NA,29
"5696","E07000053",2016,NA,NA,21946408.2133333,3,NA,31
